epoch,loss,mae,val_loss,val_mae
38,0.009015031158924103,0.07403430342674255,0.007560220547020435,0.06692060083150864
39,0.00899625662714243,0.07396616041660309,0.007543827872723341,0.06686911731958389
40,0.008979319594800472,0.07390344142913818,0.007528969552367926,0.06681990623474121
41,0.008964018896222115,0.07384664565324783,0.007515495643019676,0.06677193939685822
42,0.008950178511440754,0.07379493117332458,0.007503269240260124,0.06672528386116028
43,0.008937641978263855,0.07374843955039978,0.007492171134799719,0.06668085604906082
44,0.008926275186240673,0.07370664924383163,0.0074820928275585175,0.06663806736469269
45,0.00891595333814621,0.07366999983787537,0.007472931873053312,0.06659823656082153
46,0.008906573057174683,0.07363643497228622,0.007464603055268526,0.06656265258789062
47,0.008898038417100906,0.07360510528087616,0.007457022555172443,0.06652865558862686
48,0.008890262804925442,0.07357548177242279,0.007450116332620382,0.06649713963270187
49,0.008883175440132618,0.07354973256587982,0.007443825248628855,0.06646686792373657
50,0.008876705542206764,0.0735263079404831,0.007438085973262787,0.06643783301115036
51,0.00887079443782568,0.07350626587867737,0.007432839833199978,0.06641116738319397
52,0.008865389972925186,0.07348903268575668,0.007428046315908432,0.06638742983341217
53,0.008860441856086254,0.07347492128610611,0.0074236574582755566,0.06636611372232437
54,0.008855906315147877,0.07346295565366745,0.007419636473059654,0.06634562462568283
55,0.008851742371916771,0.07345230132341385,0.007415945176035166,0.06632594019174576
56,0.008847917430102825,0.0734424963593483,0.007412554696202278,0.06630714982748032
57,0.008844399824738503,0.07343367487192154,0.007409431040287018,0.06629049777984619
58,0.008841163478791714,0.07342541217803955,0.007406551390886307,0.06627535074949265
59,0.008838179521262646,0.0734177827835083,0.00740389246493578,0.06626114249229431
60,0.008835423737764359,0.07341056317090988,0.007401430979371071,0.06624745577573776
61,0.008832876570522785,0.07340411096811295,0.007399148773401976,0.06623486429452896
62,0.008830522187054157,0.07339838147163391,0.0073970286175608635,0.06622282415628433
63,0.008828338235616684,0.07339326292276382,0.007395053748041391,0.06621125340461731
64,0.00882631540298462,0.07338850200176239,0.007393209729343653,0.0662001222372055
65,0.008824433200061321,0.07338451594114304,0.007391483522951603,0.06618943810462952
66,0.008822682313621044,0.07338102906942368,0.007389863487333059,0.06617940962314606
67,0.008821053430438042,0.07337810099124908,0.007388341706246138,0.06616982072591782
68,0.00881952978670597,0.07337567210197449,0.007386903278529644,0.06616058945655823
69,0.008818111382424831,0.07337348163127899,0.007385544013231993,0.06615237146615982
70,0.00881678145378828,0.07337149977684021,0.007384252734482288,0.06614460051059723
71,0.008815535344183445,0.0733698233962059,0.007383023854345083,0.06613718718290329
72,0.008814366534352303,0.07336868345737457,0.007381848059594631,0.06613008677959442
73,0.00881327036768198,0.07336771488189697,0.00738072395324707,0.0661235973238945
74,0.008812235668301582,0.07336676120758057,0.0073796408250927925,0.0661173015832901
75,0.00881126057356596,0.07336616516113281,0.007378597743809223,0.06611117720603943
76,0.008810339495539665,0.07336559146642685,0.007377587724477053,0.06610563397407532
77,0.008809473365545273,0.07336506247520447,0.007376605644822121,0.06610030680894852
78,0.008808650076389313,0.0733645111322403,0.0073756505735218525,0.06609541922807693
79,0.00880786869674921,0.07336394488811493,0.007374716456979513,0.06609062105417252
80,0.008807129226624966,0.07336347550153732,0.007373800501227379,0.06608588248491287
81,0.008806425146758556,0.07336298376321793,0.0073728966526687145,0.06608173251152039
82,0.008805754594504833,0.07336267828941345,0.007372006773948669,0.06607777625322342
83,0.008805114775896072,0.07336234301328659,0.007371124345809221,0.06607385724782944
84,0.008804505690932274,0.07336200028657913,0.007370248436927795,0.06606996804475784
85,0.008803920820355415,0.07336164265871048,0.007369377184659243,0.06606611609458923
86,0.008803360164165497,0.07336125522851944,0.00736850593239069,0.06606227159500122
87,0.008802826516330242,0.0733608677983284,0.00736763421446085,0.0660584419965744
88,0.008802313357591629,0.07336045801639557,0.007366758305579424,0.06605460494756699
89,0.008801817893981934,0.07336015999317169,0.007365877274423838,0.06605077534914017
90,0.008801344782114029,0.07335986196994781,0.0073649887926876545,0.06604719907045364
91,0.008800885640084743,0.07335952669382095,0.0073640914633870125,0.06604362279176712
92,0.008800443261861801,0.07335934787988663,0.007363184355199337,0.0660400390625
93,0.008800018578767776,0.0733591765165329,0.007362262345850468,0.06603642553091049
94,0.008799606002867222,0.07335897535085678,0.007361329160630703,0.06603290140628815
95,0.008799207396805286,0.07335875183343887,0.007360377348959446,0.06602958589792252
96,0.008798819035291672,0.07335855811834335,0.007359413430094719,0.0660262480378151
97,0.008798442780971527,0.07335841655731201,0.00735842902213335,0.06602286547422409
98,0.008798075839877129,0.07335825264453888,0.0073574259877204895,0.0660194456577301
99,0.0087977210059762,0.07335808873176575,0.007356405258178711,0.0660160630941391
